time,latitude,longitude,CHL
2016-04-25,-32.441666,115.68612,
2016-04-26,-32.441666,115.68612,
2016-04-27,-32.441666,115.68612,
2016-04-28,-32.441666,115.68612,
2016-04-29,-32.441666,115.68612,
2016-04-30,-32.441666,115.68612,
2016-05-01,-32.441666,115.68612,
2016-05-02,-32.441666,115.68612,
2016-05-03,-32.441666,115.68612,
2016-05-04,-32.441666,115.68612,
2016-05-05,-32.441666,115.68612,
2016-05-06,-32.441666,115.68612,
2016-05-07,-32.441666,115.68612,
2016-05-08,-32.441666,115.68612,1.8352932
2016-05-09,-32.441666,115.68612,
2016-05-10,-32.441666,115.68612,
2016-05-11,-32.441666,115.68612,1.1658018
2016-05-12,-32.441666,115.68612,1.0474573
2016-05-13,-32.441666,115.68612,
2016-05-14,-32.441666,115.68612,
2016-05-15,-32.441666,115.68612,3.297887
2016-05-16,-32.441666,115.68612,3.5363338
2016-05-17,-32.441666,115.68612,
2016-05-18,-32.441666,115.68612,
2016-05-19,-32.441666,115.68612,
2016-05-20,-32.441666,115.68612,3.854006
2016-05-21,-32.441666,115.68612,
2016-05-22,-32.441666,115.68612,
2016-05-23,-32.441666,115.68612,4.1527944
2016-05-24,-32.441666,115.68612,
2016-05-25,-32.441666,115.68612,
2016-05-26,-32.441666,115.68612,
2016-05-27,-32.441666,115.68612,
2016-05-28,-32.441666,115.68612,
2016-05-29,-32.441666,115.68612,
2016-05-30,-32.441666,115.68612,3.0910115
2016-05-31,-32.441666,115.68612,4.3034368
2016-06-01,-32.441666,115.68612,
2016-06-02,-32.441666,115.68612,
2016-06-03,-32.441666,115.68612,3.2026873
2016-06-04,-32.441666,115.68612,
2016-06-05,-32.441666,115.68612,
2016-06-06,-32.441666,115.68612,
2016-06-07,-32.441666,115.68612,
2016-06-08,-32.441666,115.68612,4.898623
2016-06-09,-32.441666,115.68612,
2016-06-10,-32.441666,115.68612,
2016-06-11,-32.441666,115.68612,
2016-06-12,-32.441666,115.68612,2.3416588
2016-06-13,-32.441666,115.68612,
2016-06-14,-32.441666,115.68612,2.7314038
2016-06-15,-32.441666,115.68612,
2016-06-16,-32.441666,115.68612,
2016-06-17,-32.441666,115.68612,
2016-06-18,-32.441666,115.68612,1.9109559
2016-06-19,-32.441666,115.68612,
2016-06-20,-32.441666,115.68612,
2016-06-21,-32.441666,115.68612,
2016-06-22,-32.441666,115.68612,
2016-06-23,-32.441666,115.68612,
2016-06-24,-32.441666,115.68612,
2016-06-25,-32.441666,115.68612,
2016-06-26,-32.441666,115.68612,
2016-06-27,-32.441666,115.68612,
2016-06-28,-32.441666,115.68612,
2016-06-29,-32.441666,115.68612,
2016-06-30,-32.441666,115.68612,2.2417097
2016-07-01,-32.441666,115.68612,1.4823146
2016-07-02,-32.441666,115.68612,
2016-07-03,-32.441666,115.68612,
2016-07-04,-32.441666,115.68612,
2016-07-05,-32.441666,115.68612,
2016-07-06,-32.441666,115.68612,
2016-07-07,-32.441666,115.68612,
2016-07-08,-32.441666,115.68612,
2016-07-09,-32.441666,115.68612,
2016-07-10,-32.441666,115.68612,
2016-07-11,-32.441666,115.68612,
2016-07-12,-32.441666,115.68612,
2016-07-13,-32.441666,115.68612,3.4233885
2016-07-14,-32.441666,115.68612,
2016-07-15,-32.441666,115.68612,
2016-07-16,-32.441666,115.68612,
2016-07-17,-32.441666,115.68612,
2016-07-18,-32.441666,115.68612,
2016-07-19,-32.441666,115.68612,1.1235551
2016-07-20,-32.441666,115.68612,3.2151358
2016-07-21,-32.441666,115.68612,
2016-07-22,-32.441666,115.68612,
2016-07-23,-32.441666,115.68612,
2016-07-24,-32.441666,115.68612,3.0132542
2016-07-25,-32.441666,115.68612,
2016-07-26,-32.441666,115.68612,
2016-07-27,-32.441666,115.68612,0.9467434
2016-07-28,-32.441666,115.68612,
2016-07-29,-32.441666,115.68612,
2016-07-30,-32.441666,115.68612,
2016-07-31,-32.441666,115.68612,
2016-08-01,-32.441666,115.68612,3.0635374
2016-08-02,-32.441666,115.68612,
2016-08-03,-32.441666,115.68612,
2016-08-04,-32.441666,115.68612,
2016-08-05,-32.441666,115.68612,
2016-08-06,-32.441666,115.68612,
2016-08-07,-32.441666,115.68612,
2016-08-08,-32.441666,115.68612,3.6898508
2016-08-09,-32.441666,115.68612,
2016-08-10,-32.441666,115.68612,
2016-08-11,-32.441666,115.68612,
2016-08-12,-32.441666,115.68612,2.6600115
2016-08-13,-32.441666,115.68612,
2016-08-14,-32.441666,115.68612,
2016-08-15,-32.441666,115.68612,
2016-08-16,-32.441666,115.68612,0.97109544
2016-08-17,-32.441666,115.68612,
2016-08-18,-32.441666,115.68612,
2016-08-19,-32.441666,115.68612,
2016-08-20,-32.441666,115.68612,
2016-08-21,-32.441666,115.68612,
2016-08-22,-32.441666,115.68612,
2016-08-23,-32.441666,115.68612,2.0117793
2016-08-24,-32.441666,115.68612,2.2316077
2016-08-25,-32.441666,115.68612,
2016-08-26,-32.441666,115.68612,
2016-08-27,-32.441666,115.68612,
2016-08-28,-32.441666,115.68612,
2016-08-29,-32.441666,115.68612,
2016-08-30,-32.441666,115.68612,
2016-08-31,-32.441666,115.68612,
2016-09-01,-32.441666,115.68612,
2016-09-02,-32.441666,115.68612,
2016-09-03,-32.441666,115.68612,2.6010468
2016-09-04,-32.441666,115.68612,
2016-09-05,-32.441666,115.68612,
2016-09-06,-32.441666,115.68612,
2016-09-07,-32.441666,115.68612,
2016-09-08,-32.441666,115.68612,
2016-09-09,-32.441666,115.68612,
2016-09-10,-32.441666,115.68612,
2016-09-11,-32.441666,115.68612,
2016-09-12,-32.441666,115.68612,
2016-09-13,-32.441666,115.68612,
2016-09-14,-32.441666,115.68612,
2016-09-15,-32.441666,115.68612,
2016-09-16,-32.441666,115.68612,3.6755729
2016-09-17,-32.441666,115.68612,
2016-09-18,-32.441666,115.68612,
2016-09-19,-32.441666,115.68612,2.431648
2016-09-20,-32.441666,115.68612,
2016-09-21,-32.441666,115.68612,
2016-09-22,-32.441666,115.68612,
