time,latitude,longitude,CHL
2016-04-25,-32.26389,115.502785,
2016-04-26,-32.26389,115.502785,0.1672109
2016-04-27,-32.26389,115.502785,
2016-04-28,-32.26389,115.502785,
2016-04-29,-32.26389,115.502785,
2016-04-30,-32.26389,115.502785,
2016-05-01,-32.26389,115.502785,
2016-05-02,-32.26389,115.502785,
2016-05-03,-32.26389,115.502785,
2016-05-04,-32.26389,115.502785,
2016-05-05,-32.26389,115.502785,
2016-05-06,-32.26389,115.502785,
2016-05-07,-32.26389,115.502785,0.22348377
2016-05-08,-32.26389,115.502785,0.31326118
2016-05-09,-32.26389,115.502785,
2016-05-10,-32.26389,115.502785,
2016-05-11,-32.26389,115.502785,0.26610023
2016-05-12,-32.26389,115.502785,0.43326658
2016-05-13,-32.26389,115.502785,
2016-05-14,-32.26389,115.502785,
2016-05-15,-32.26389,115.502785,0.20807394
2016-05-16,-32.26389,115.502785,
2016-05-17,-32.26389,115.502785,
2016-05-18,-32.26389,115.502785,
2016-05-19,-32.26389,115.502785,
2016-05-20,-32.26389,115.502785,0.35569382
2016-05-21,-32.26389,115.502785,
2016-05-22,-32.26389,115.502785,
2016-05-23,-32.26389,115.502785,0.80172175
2016-05-24,-32.26389,115.502785,
2016-05-25,-32.26389,115.502785,
2016-05-26,-32.26389,115.502785,
2016-05-27,-32.26389,115.502785,
2016-05-28,-32.26389,115.502785,
2016-05-29,-32.26389,115.502785,
2016-05-30,-32.26389,115.502785,0.8034066
2016-05-31,-32.26389,115.502785,0.6230907
2016-06-01,-32.26389,115.502785,
2016-06-02,-32.26389,115.502785,
2016-06-03,-32.26389,115.502785,0.2792838
2016-06-04,-32.26389,115.502785,
2016-06-05,-32.26389,115.502785,
2016-06-06,-32.26389,115.502785,
2016-06-07,-32.26389,115.502785,
2016-06-08,-32.26389,115.502785,1.2791069
2016-06-09,-32.26389,115.502785,
2016-06-10,-32.26389,115.502785,
2016-06-11,-32.26389,115.502785,0.5063029
2016-06-12,-32.26389,115.502785,1.0057722
2016-06-13,-32.26389,115.502785,
2016-06-14,-32.26389,115.502785,0.71603316
2016-06-15,-32.26389,115.502785,
2016-06-16,-32.26389,115.502785,
2016-06-17,-32.26389,115.502785,
2016-06-18,-32.26389,115.502785,0.46718097
2016-06-19,-32.26389,115.502785,
2016-06-20,-32.26389,115.502785,
2016-06-21,-32.26389,115.502785,
2016-06-22,-32.26389,115.502785,0.17832237
2016-06-23,-32.26389,115.502785,
2016-06-24,-32.26389,115.502785,
2016-06-25,-32.26389,115.502785,
2016-06-26,-32.26389,115.502785,0.22474319
2016-06-27,-32.26389,115.502785,
2016-06-28,-32.26389,115.502785,
2016-06-29,-32.26389,115.502785,
2016-06-30,-32.26389,115.502785,0.4911779
2016-07-01,-32.26389,115.502785,0.4442949
2016-07-02,-32.26389,115.502785,
2016-07-03,-32.26389,115.502785,
2016-07-04,-32.26389,115.502785,
2016-07-05,-32.26389,115.502785,
2016-07-06,-32.26389,115.502785,
2016-07-07,-32.26389,115.502785,
2016-07-08,-32.26389,115.502785,0.13610257
2016-07-09,-32.26389,115.502785,
2016-07-10,-32.26389,115.502785,
2016-07-11,-32.26389,115.502785,0.894325
2016-07-12,-32.26389,115.502785,
2016-07-13,-32.26389,115.502785,0.7711073
2016-07-14,-32.26389,115.502785,
2016-07-15,-32.26389,115.502785,0.09096571
2016-07-16,-32.26389,115.502785,
2016-07-17,-32.26389,115.502785,
2016-07-18,-32.26389,115.502785,
2016-07-19,-32.26389,115.502785,
2016-07-20,-32.26389,115.502785,0.32294795
2016-07-21,-32.26389,115.502785,
2016-07-22,-32.26389,115.502785,
2016-07-23,-32.26389,115.502785,
2016-07-24,-32.26389,115.502785,
2016-07-25,-32.26389,115.502785,
2016-07-26,-32.26389,115.502785,
2016-07-27,-32.26389,115.502785,
2016-07-28,-32.26389,115.502785,
2016-07-29,-32.26389,115.502785,
2016-07-30,-32.26389,115.502785,
2016-07-31,-32.26389,115.502785,
2016-08-01,-32.26389,115.502785,1.4120967
2016-08-02,-32.26389,115.502785,
2016-08-03,-32.26389,115.502785,
2016-08-04,-32.26389,115.502785,
2016-08-05,-32.26389,115.502785,
2016-08-06,-32.26389,115.502785,
2016-08-07,-32.26389,115.502785,0.44317684
2016-08-08,-32.26389,115.502785,
2016-08-09,-32.26389,115.502785,
