time,latitude,longitude,CHL
2016-04-25,-32.197224,115.71945,
2016-04-26,-32.197224,115.71945,1.8664292
2016-04-27,-32.197224,115.71945,
2016-04-28,-32.197224,115.71945,
2016-04-29,-32.197224,115.71945,
2016-04-30,-32.197224,115.71945,
2016-05-01,-32.197224,115.71945,
2016-05-02,-32.197224,115.71945,
2016-05-03,-32.197224,115.71945,
2016-05-04,-32.197224,115.71945,
2016-05-05,-32.197224,115.71945,
2016-05-06,-32.197224,115.71945,
2016-05-07,-32.197224,115.71945,
2016-05-08,-32.197224,115.71945,2.583404
2016-05-09,-32.197224,115.71945,
2016-05-10,-32.197224,115.71945,
2016-05-11,-32.197224,115.71945,2.6552808
2016-05-12,-32.197224,115.71945,3.2575874
2016-05-13,-32.197224,115.71945,
2016-05-14,-32.197224,115.71945,
2016-05-15,-32.197224,115.71945,1.3719743
2016-05-16,-32.197224,115.71945,1.8894585
2016-05-17,-32.197224,115.71945,
2016-05-18,-32.197224,115.71945,
2016-05-19,-32.197224,115.71945,
2016-05-20,-32.197224,115.71945,
2016-05-21,-32.197224,115.71945,
2016-05-22,-32.197224,115.71945,
2016-05-23,-32.197224,115.71945,2.107277
2016-05-24,-32.197224,115.71945,
2016-05-25,-32.197224,115.71945,
2016-05-26,-32.197224,115.71945,
2016-05-27,-32.197224,115.71945,
2016-05-28,-32.197224,115.71945,
2016-05-29,-32.197224,115.71945,
2016-05-30,-32.197224,115.71945,2.319776
2016-05-31,-32.197224,115.71945,3.0593576
2016-06-01,-32.197224,115.71945,
2016-06-02,-32.197224,115.71945,
2016-06-03,-32.197224,115.71945,1.675776
2016-06-04,-32.197224,115.71945,
2016-06-05,-32.197224,115.71945,
2016-06-06,-32.197224,115.71945,
2016-06-07,-32.197224,115.71945,
2016-06-08,-32.197224,115.71945,2.590651
2016-06-09,-32.197224,115.71945,
2016-06-10,-32.197224,115.71945,
2016-06-11,-32.197224,115.71945,
2016-06-12,-32.197224,115.71945,3.4732246
2016-06-13,-32.197224,115.71945,
2016-06-14,-32.197224,115.71945,1.363189
2016-06-15,-32.197224,115.71945,
2016-06-16,-32.197224,115.71945,
2016-06-17,-32.197224,115.71945,
2016-06-18,-32.197224,115.71945,1.2978309
2016-06-19,-32.197224,115.71945,
2016-06-20,-32.197224,115.71945,
2016-06-21,-32.197224,115.71945,
2016-06-22,-32.197224,115.71945,
2016-06-23,-32.197224,115.71945,
2016-06-24,-32.197224,115.71945,
2016-06-25,-32.197224,115.71945,
2016-06-26,-32.197224,115.71945,1.5054535
2016-06-27,-32.197224,115.71945,1.767606
2016-06-28,-32.197224,115.71945,
2016-06-29,-32.197224,115.71945,
2016-06-30,-32.197224,115.71945,1.6465904
2016-07-01,-32.197224,115.71945,1.468619
2016-07-02,-32.197224,115.71945,
2016-07-03,-32.197224,115.71945,
2016-07-04,-32.197224,115.71945,
2016-07-05,-32.197224,115.71945,
2016-07-06,-32.197224,115.71945,
2016-07-07,-32.197224,115.71945,
2016-07-08,-32.197224,115.71945,
2016-07-09,-32.197224,115.71945,
2016-07-10,-32.197224,115.71945,
2016-07-11,-32.197224,115.71945,1.0466353
2016-07-12,-32.197224,115.71945,
2016-07-13,-32.197224,115.71945,3.1557286
2016-07-14,-32.197224,115.71945,
2016-07-15,-32.197224,115.71945,
2016-07-16,-32.197224,115.71945,
2016-07-17,-32.197224,115.71945,
2016-07-18,-32.197224,115.71945,
2016-07-19,-32.197224,115.71945,
2016-07-20,-32.197224,115.71945,1.5854936
2016-07-21,-32.197224,115.71945,
2016-07-22,-32.197224,115.71945,
2016-07-23,-32.197224,115.71945,1.402922
2016-07-24,-32.197224,115.71945,2.0244925
2016-07-25,-32.197224,115.71945,
2016-07-26,-32.197224,115.71945,
2016-07-27,-32.197224,115.71945,
2016-07-28,-32.197224,115.71945,
2016-07-29,-32.197224,115.71945,
2016-07-30,-32.197224,115.71945,
2016-07-31,-32.197224,115.71945,
2016-08-01,-32.197224,115.71945,
2016-08-02,-32.197224,115.71945,
2016-08-03,-32.197224,115.71945,
2016-08-04,-32.197224,115.71945,
2016-08-05,-32.197224,115.71945,
2016-08-06,-32.197224,115.71945,
2016-08-07,-32.197224,115.71945,
2016-08-08,-32.197224,115.71945,
2016-08-09,-32.197224,115.71945,
2016-08-10,-32.197224,115.71945,
2016-08-11,-32.197224,115.71945,
2016-08-12,-32.197224,115.71945,2.5998652
2016-08-13,-32.197224,115.71945,
2016-08-14,-32.197224,115.71945,
2016-08-15,-32.197224,115.71945,
2016-08-16,-32.197224,115.71945,
2016-08-17,-32.197224,115.71945,
2016-08-18,-32.197224,115.71945,
2016-08-19,-32.197224,115.71945,
2016-08-20,-32.197224,115.71945,
2016-08-21,-32.197224,115.71945,
2016-08-22,-32.197224,115.71945,
2016-08-23,-32.197224,115.71945,2.641511
2016-08-24,-32.197224,115.71945,4.585823
2016-08-25,-32.197224,115.71945,
2016-08-26,-32.197224,115.71945,
2016-08-27,-32.197224,115.71945,1.4787798
2016-08-28,-32.197224,115.71945,
2016-08-29,-32.197224,115.71945,
2016-08-30,-32.197224,115.71945,
2016-08-31,-32.197224,115.71945,
2016-09-01,-32.197224,115.71945,
2016-09-02,-32.197224,115.71945,
