time,latitude,longitude,CHL
2016-04-25,-32.136112,115.44723,
2016-04-26,-32.136112,115.44723,
2016-04-27,-32.136112,115.44723,
2016-04-28,-32.136112,115.44723,
2016-04-29,-32.136112,115.44723,
2016-04-30,-32.136112,115.44723,
2016-05-01,-32.136112,115.44723,
2016-05-02,-32.136112,115.44723,
2016-05-03,-32.136112,115.44723,
2016-05-04,-32.136112,115.44723,
2016-05-05,-32.136112,115.44723,
2016-05-06,-32.136112,115.44723,
2016-05-07,-32.136112,115.44723,0.25058448
2016-05-08,-32.136112,115.44723,0.2836582
2016-05-09,-32.136112,115.44723,
2016-05-10,-32.136112,115.44723,
2016-05-11,-32.136112,115.44723,0.28107232
2016-05-12,-32.136112,115.44723,0.37305474
2016-05-13,-32.136112,115.44723,
2016-05-14,-32.136112,115.44723,
2016-05-15,-32.136112,115.44723,
2016-05-16,-32.136112,115.44723,0.38446626
2016-05-17,-32.136112,115.44723,
2016-05-18,-32.136112,115.44723,0.25165007
2016-05-19,-32.136112,115.44723,
2016-05-20,-32.136112,115.44723,0.2656371
2016-05-21,-32.136112,115.44723,
2016-05-22,-32.136112,115.44723,0.63452196
2016-05-23,-32.136112,115.44723,0.452374
2016-05-24,-32.136112,115.44723,
2016-05-25,-32.136112,115.44723,
2016-05-26,-32.136112,115.44723,
2016-05-27,-32.136112,115.44723,
2016-05-28,-32.136112,115.44723,
2016-05-29,-32.136112,115.44723,
2016-05-30,-32.136112,115.44723,0.47157472
2016-05-31,-32.136112,115.44723,0.58979785
2016-06-01,-32.136112,115.44723,
2016-06-02,-32.136112,115.44723,
2016-06-03,-32.136112,115.44723,0.27638736
2016-06-04,-32.136112,115.44723,
2016-06-05,-32.136112,115.44723,
2016-06-06,-32.136112,115.44723,
2016-06-07,-32.136112,115.44723,
2016-06-08,-32.136112,115.44723,
2016-06-09,-32.136112,115.44723,
2016-06-10,-32.136112,115.44723,
2016-06-11,-32.136112,115.44723,
2016-06-12,-32.136112,115.44723,0.8289563
2016-06-13,-32.136112,115.44723,
2016-06-14,-32.136112,115.44723,0.5804572
2016-06-15,-32.136112,115.44723,
2016-06-16,-32.136112,115.44723,
2016-06-17,-32.136112,115.44723,
2016-06-18,-32.136112,115.44723,0.4874841
2016-06-19,-32.136112,115.44723,
2016-06-20,-32.136112,115.44723,
2016-06-21,-32.136112,115.44723,
2016-06-22,-32.136112,115.44723,
2016-06-23,-32.136112,115.44723,
2016-06-24,-32.136112,115.44723,
2016-06-25,-32.136112,115.44723,
2016-06-26,-32.136112,115.44723,0.18202764
2016-06-27,-32.136112,115.44723,
2016-06-28,-32.136112,115.44723,
2016-06-29,-32.136112,115.44723,
2016-06-30,-32.136112,115.44723,0.5239568
2016-07-01,-32.136112,115.44723,0.55937696
2016-07-02,-32.136112,115.44723,
2016-07-03,-32.136112,115.44723,
2016-07-04,-32.136112,115.44723,
2016-07-05,-32.136112,115.44723,
2016-07-06,-32.136112,115.44723,
2016-07-07,-32.136112,115.44723,
2016-07-08,-32.136112,115.44723,
2016-07-09,-32.136112,115.44723,
2016-07-10,-32.136112,115.44723,
2016-07-11,-32.136112,115.44723,
2016-07-12,-32.136112,115.44723,
2016-07-13,-32.136112,115.44723,0.43046442
2016-07-14,-32.136112,115.44723,
2016-07-15,-32.136112,115.44723,
2016-07-16,-32.136112,115.44723,
2016-07-17,-32.136112,115.44723,
2016-07-18,-32.136112,115.44723,
2016-07-19,-32.136112,115.44723,
2016-07-20,-32.136112,115.44723,0.38234487
2016-07-21,-32.136112,115.44723,
2016-07-22,-32.136112,115.44723,
2016-07-23,-32.136112,115.44723,
2016-07-24,-32.136112,115.44723,
2016-07-25,-32.136112,115.44723,
2016-07-26,-32.136112,115.44723,
2016-07-27,-32.136112,115.44723,
2016-07-28,-32.136112,115.44723,
2016-07-29,-32.136112,115.44723,
2016-07-30,-32.136112,115.44723,
2016-07-31,-32.136112,115.44723,
2016-08-01,-32.136112,115.44723,0.5212961
2016-08-02,-32.136112,115.44723,
2016-08-03,-32.136112,115.44723,
2016-08-04,-32.136112,115.44723,
2016-08-05,-32.136112,115.44723,
2016-08-06,-32.136112,115.44723,
2016-08-07,-32.136112,115.44723,
2016-08-08,-32.136112,115.44723,
2016-08-09,-32.136112,115.44723,
2016-08-10,-32.136112,115.44723,
2016-08-11,-32.136112,115.44723,
2016-08-12,-32.136112,115.44723,0.33431405
2016-08-13,-32.136112,115.44723,
2016-08-14,-32.136112,115.44723,
2016-08-15,-32.136112,115.44723,
2016-08-16,-32.136112,115.44723,
2016-08-17,-32.136112,115.44723,
2016-08-18,-32.136112,115.44723,
2016-08-19,-32.136112,115.44723,0.40520307
2016-08-20,-32.136112,115.44723,
2016-08-21,-32.136112,115.44723,
2016-08-22,-32.136112,115.44723,
2016-08-23,-32.136112,115.44723,0.5577377
2016-08-24,-32.136112,115.44723,0.33591768
2016-08-25,-32.136112,115.44723,
2016-08-26,-32.136112,115.44723,
2016-08-27,-32.136112,115.44723,0.24781944
2016-08-28,-32.136112,115.44723,
2016-08-29,-32.136112,115.44723,
2016-08-30,-32.136112,115.44723,
2016-08-31,-32.136112,115.44723,
2016-09-01,-32.136112,115.44723,0.4304403
2016-09-02,-32.136112,115.44723,
2016-09-03,-32.136112,115.44723,0.36050683
2016-09-04,-32.136112,115.44723,
2016-09-05,-32.136112,115.44723,0.29355583
2016-09-06,-32.136112,115.44723,
2016-09-07,-32.136112,115.44723,
2016-09-08,-32.136112,115.44723,0.7044961
2016-09-09,-32.136112,115.44723,
2016-09-10,-32.136112,115.44723,
2016-09-11,-32.136112,115.44723,
2016-09-12,-32.136112,115.44723,
2016-09-13,-32.136112,115.44723,
2016-09-14,-32.136112,115.44723,
2016-09-15,-32.136112,115.44723,
2016-09-16,-32.136112,115.44723,
2016-09-17,-32.136112,115.44723,
2016-09-18,-32.136112,115.44723,
